"","Cni.Cbr","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans","inheritance","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00031426__Cnig_chr_III.g10668",-1,-1,0,"no effect","C. nigoni dominant",-1.48696166405394,-0.489101579339381,-0.942857112837316,9796739,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031427__Cni-pqn-8",0,0,0,"conserved","no change",-0.697422937978574,1.31832156589513,-1.94635020282235,9798635,"III","C. nigoni background","No change","Conserved"
"WBGene00031428__Cni-C05B5.4",-1,0,0,"ambiguous","ambiguous",-0.704845233356511,5.06555743063549,-5.69802716867138,9800892,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031429__Cni-C05B5.1",0,-1,-1,"compensatory trans down","underdominant",-7.92679429510737,-7.64964536657533,-0.231370965788114,9806561,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031431__Cni-R10E12.2",0,0,0,"conserved","no change",0.0703900045587873,1.54597044448836,-1.41601627849983,9835645,"III","C. nigoni background","No change","Conserved"
"WBGene00031432__Cnig_chr_III.g10680",-1,1,1,"C. briggsae partial trans up","overdominant",0.891681636361919,1.39971618782341,-0.456109997032698,9841397,"III","C. nigoni background","Overdominant","cis-trans"
"WBGene00031435__Cni-K03H1.7",0,0,0,"conserved","no change",0.493898859063007,0.559383417341613,-0.0129356275712032,9852689,"III","C. nigoni background","No change","Conserved"
"WBGene00031437__Cni-K03H1.5",0,0,1,"ambiguous","ambiguous",0.525899111203715,1.12598698065066,-0.548198265111374,9857820,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031439__Cni-ttr-1",0,1,1,"compensatory trans up","overdominant",1.2146627284755,1.21862373689696,0.0436778989421699,9866411,"III","C. nigoni background","Overdominant","Compensatory"
"WBGene00031440__Cnig_chr_III.g10687",-1,-1,0,"no effect","C. nigoni dominant",-1.99026040194105,-0.144811358817506,-1.78962860391528,9868522,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031441__Cnig_chr_III.g10688",-1,-1,0,"no effect","C. nigoni dominant",-4.79267481465128,0.526944229763272,-5.20014364776998,9873390,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031442__Cnig_chr_III.g10689",0,-1,-1,"compensatory trans down","underdominant",-0.908599087359478,-1.24911872293483,0.393681519565951,9874491,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031443__Cni-cyld-1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.0542084847732618,1.18790523825013,-1.07889995879767,9877485,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031444__Cni-mam-7",0,0,0,"conserved","no change",-5.87172714632797,-5.71475830155885,-0.0951995894014384,9886294,"III","C. nigoni background","No change","Conserved"
"WBGene00031445__Cnig_chr_III.g10693",0,-1,-1,"compensatory trans down","underdominant",-1.00213155508325,-0.743635706848225,-0.202857964060863,9890136,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031447__Cni-ZK757.2",0,0,0,"conserved","no change",2.13437832733862,1.49893837527509,0.689561833268464,9905440,"III","C. nigoni background","No change","Conserved"
"WBGene00031449__Cnig_chr_III.g10699",0,0,0,"conserved","no change",-1.16187506743984,-1.27783683518026,0.176637990600139,9912135,"III","C. nigoni background","No change","Conserved"
"WBGene00031450__Cnig_chr_III.g10700",0,0,0,"conserved","no change",-0.196198567772854,-0.148592951698921,0.00339162110728454,9916335,"III","C. nigoni background","No change","Conserved"
"WBGene00031451__Cni-twk-48",0,0,0,"conserved","no change",0.259229334851268,1.16696782743685,-0.851624039096966,9919756,"III","C. nigoni background","No change","Conserved"
"WBGene00031452__Cni-gpdh-2",1,0,0,"ambiguous","ambiguous",0.0679272409828566,-0.376255030252741,0.499037455013278,9925467,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031453__Cni-K11H3.3",0,0,0,"conserved","no change",-0.6609313703493,-1.02656430316656,0.422908576934883,9929600,"III","C. nigoni background","No change","Conserved"
"WBGene00031454__Cnig_chr_III.g10704",1,0,0,"ambiguous","ambiguous",-0.568682303525583,-1.41376786117097,0.905417718625843,9933726,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031455__Cnig_chr_III.g10705",0,0,-1,"ambiguous","ambiguous",-1.26120021589592,-1.75682882454702,0.553440537981972,9934563,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031456__Cni-K11H3.5",0,0,0,"conserved","no change",2.09445350115258,-0.79178161511529,2.91810991112114,9936152,"III","C. nigoni background","No change","Conserved"
"WBGene00303391__Cni-K11H3.4",0,-1,-1,"compensatory trans down","underdominant",-1.58654828140473,-1.1069283142624,-0.431036661055572,9945129,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031461__Cni-sqv-3",0,0,0,"conserved","no change",-0.601851554339939,-0.868441529601813,0.322133910048328,9994945,"III","C. nigoni background","No change","Conserved"
"WBGene00031462__Cni-usp-46",0,0,0,"conserved","no change",0.354877558704608,0.527693883811764,-0.119322789470127,9996522,"III","C. nigoni background","No change","Conserved"
"WBGene00031464__Cni-cbp-1",0,0,1,"ambiguous","ambiguous",0.419415780931051,1.09929649575687,-0.626121107175947,10007034,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031465__Cni-gcc-2",0,-1,0,"ambiguous","ambiguous",-1.32398025850955,-0.747691110662245,-0.515832854341041,10020668,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031465__Cni-rmd-1",-1,-1,0,"no effect","C. nigoni dominant",-2.06371917303945,1.06384061630762,-3.07331750694472,10022543,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031465__Cnig_chr_III.g10737",-1,-1,0,"no effect","C. nigoni dominant",-3.02859629703208,-0.91389131474335,-2.05454422498336,10023543,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031468__Cni-ech-6",1,1,-1,"C. briggsae partial trans down","additive down",8.74879101073335,-1.75941764756027,10.5495647239172,10027840,"III","C. nigoni background","Additive","cis-trans"
"WBGene00031470__Cni-ZK632.11",0,0,0,"conserved","no change",-0.262191211072333,-0.783300457131344,0.57670981855311,9949182,"III","C. nigoni background","No change","Conserved"
"WBGene00031471__Cni-ZK632.10",0,1,1,"compensatory trans up","overdominant",0.893392522481204,1.01682417894836,-0.0720287487067151,9951712,"III","C. nigoni background","Overdominant","Compensatory"
"WBGene00031474__Cni-arl-5",0,0,0,"conserved","no change",1.10862949115961,1.18290524839972,-0.0173133175853822,9954606,"III","C. nigoni background","No change","Conserved"
"WBGene00031475__Cni-panl-3",0,0,0,"conserved","no change",-0.0837876389592568,0.655864455530376,-0.689574402574937,9956180,"III","C. nigoni background","No change","Conserved"
"WBGene00031476__Cni-cnx-1",0,0,0,"conserved","no change",-0.214203525521067,-0.402198614574632,0.2400094219763,9960633,"III","C. nigoni background","No change","Conserved"
"WBGene00031477__Cni-ZK632.14",0,0,0,"conserved","no change",-0.537450199949274,-1.63413761176338,1.15921435937246,9963240,"III","C. nigoni background","No change","Conserved"
"WBGene00031478__Cni-ZK632.5",0,0,0,"conserved","no change",-0.319771505722002,0.0306086121484249,-0.299253780666462,9964175,"III","C. nigoni background","No change","Conserved"
"WBGene00031479__Cni-ZK632.4",0,0,0,"conserved","no change",0.654341281406176,0.658088076263359,0.0472289341437119,9968351,"III","C. nigoni background","No change","Conserved"
"WBGene00031480__Cni-riok-3",1,1,0,"no effect","C. nigoni dominant",1.4677706121071,-0.395065323756472,1.9145819486955,9970315,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031481__Cni-T25B9.4",0,-1,-1,"compensatory trans down","underdominant",-1.38030523331164,-1.47313100918425,0.148873113989446,9972224,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031482__Cni-ZK632.2",-1,-1,0,"no effect","C. nigoni dominant",-1.7074101805411,-0.673296226238452,-0.970397306254879,9974320,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031483__Cni-mcm-6",0,0,0,"conserved","no change",-0.959524342707213,-0.400219009643858,-0.500395683713012,9977271,"III","C. nigoni background","No change","Conserved"
"WBGene00031486__Cni-R10E11.5",0,0,0,"conserved","no change",0.0142923392797553,0.421230590807582,-0.35502334560527,9986683,"III","C. nigoni background","No change","Conserved"
"WBGene00031486__Cni-R10E11.6",1,0,0,"ambiguous","ambiguous",1.86232068644737,-1.04177496932549,2.96433046721733,9990179,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031489__Cni-vha-1",1,1,0,"no effect","C. nigoni dominant",0.57027894282785,-0.201994703001327,0.82770533380624,9993379,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031493__Cni-T05G5.5",1,1,0,"no effect","C. nigoni dominant",1.48132506450141,-0.816026042996183,2.35150812830258,10030765,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031494__Cni-T05G5.4",1,0,0,"ambiguous","ambiguous",1.91505419497492,-2.29379760482952,4.2400176447451,10031821,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031495__Cni-cdk-1",0,0,-1,"ambiguous","ambiguous",-0.831973171126088,-1.21583761866357,0.440758748451964,10032711,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031496__Cnig_chr_III.g10745",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.473012647160946,-1.22566759944357,0.808995635651776,10035051,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031497__Cni-T05G5.1",0,1,1,"compensatory trans up","overdominant",1.46562696410166,1.46999706918519,0.0499671594394161,10037924,"III","C. nigoni background","Overdominant","Compensatory"
"WBGene00031500__Cni-C07A9.12",0,0,0,"conserved","no change",0.733620704019449,0.929180111745488,-0.136023774875214,10052065,"III","C. nigoni background","No change","Conserved"
"WBGene00031501__Cni-clec-162",-1,0,0,"ambiguous","ambiguous",-5.53741161826263,-3.43406449602909,-2.05202662582374,10054603,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031502__Cni-ncx-7",0,0,0,"conserved","no change",-0.956325569104458,-0.113343607523707,-0.791659526218769,10058138,"III","C. nigoni background","No change","Conserved"
"WBGene00031504__Cni-tlk-1",-1,-1,0,"no effect","C. nigoni dominant",-0.572423567701512,0.181108191901315,-0.69974494396405,10068098,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031505__Cni-C07A9.2",0,0,-1,"ambiguous","ambiguous",-1.1630228925151,-1.41281075937267,0.30137835810374,10079960,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031506__Cni-set-3",0,-1,0,"ambiguous","ambiguous",-1.28857879821471,-0.437088159495443,-0.797828406196242,10080581,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031507__Cni-best-5",-1,0,0,"ambiguous","ambiguous",-0.288161927634324,1.51020333113376,-1.74811103977502,10083753,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031508__Cni-ugt-60",1,0,0,"ambiguous","ambiguous",1.27029775874445,-0.36842333811108,1.69203539024303,10086631,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031509__Cni-C07A9.9",0,1,0,"ambiguous","ambiguous",1.89160737060588,1.52260813875191,0.418219120389122,10096460,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031510__Cnig_chr_III.g10761",-1,-1,-1,"C. briggsae partial trans down","underdominant",-4.70467825585639,-2.08953971308499,-2.5632162152992,10110531,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00031511__Cnig_chr_III.g10762",0,-1,-1,"compensatory trans down","underdominant",-2.47654105829334,-2.46688755558389,0.0420391652838834,10111378,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031512__Cni-F58A4.2",0,-1,0,"ambiguous","ambiguous",-1.57810420984747,-0.637912288153855,-0.881459706036961,10112460,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00087319__Cni-clec-161",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.90837469160295,-1.31982414069518,-1.53762603997562,10126814,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00031514__Cnig_chr_III.g10637",0,0,0,"conserved","no change",3.46556955255402,0.811200359689925,2.70882430020946,9703164,"III","C. nigoni background","No change","Conserved"
"WBGene00031515__Cnig_chr_III.g10775",0,-1,0,"ambiguous","ambiguous",-1.71235647510465,-0.484418107907406,-1.17369424334349,10133208,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031516__Cni-F58A4.6",0,-1,0,"ambiguous","ambiguous",-2.13904818091129,-0.876338093124366,-1.23533027750842,10134282,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031516__Cnig_chr_III.g10777",0,0,0,"conserved","no change",-0.856635653837573,-0.0687220657729887,-0.731297701893846,10135207,"III","C. nigoni background","No change","Conserved"
"WBGene00031518__Cni-hlh-11",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.421062810380813,0.756244609408643,-1.12348984274781,10142352,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031519__Cni-tbg-1",0,0,0,"conserved","no change",-0.781474735869392,-0.192987241131992,-0.531610415947226,10146252,"III","C. nigoni background","No change","Conserved"
"WBGene00031520__Cni-rpac-19",0,0,0,"conserved","no change",-0.0621032322559101,-0.709498065784165,0.702602564701009,10148014,"III","C. nigoni background","No change","Conserved"
"WBGene00031521__Cni-ubc-7",0,-1,-1,"compensatory trans down","underdominant",-0.815215189330456,-0.904562543344033,0.144108606639968,10149839,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031522__Cni-gei-13",0,0,0,"conserved","no change",-0.278274931189409,1.23643363697664,-1.45808462875741,10151921,"III","C. nigoni background","No change","Conserved"
"WBGene00031523__Cnig_chr_III.g10783",1,1,-1,"C. briggsae partial trans down","additive down",6.19499411507152,-2.56840855785802,8.77287871352982,10171786,"III","C. nigoni background","Additive","cis-trans"
"WBGene00031524__Cni-rom-2",0,0,0,"conserved","no change",1.36514425273191,0.610458834772039,0.800184720047883,10174095,"III","C. nigoni background","No change","Conserved"
"WBGene00031525__Cni-acox-5",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.557087651114235,-0.949158718804235,1.56105374810079,10177541,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031526__Cni-C48B4.3",0,0,0,"conserved","no change",0.925050538816345,0.430294792302783,0.548818195486448,10184971,"III","C. nigoni background","No change","Conserved"
"WBGene00031527__Cni-ced-7",0,0,0,"conserved","no change",0.30094406300297,0.277729116155059,0.074866553136657,10187518,"III","C. nigoni background","No change","Conserved"
"WBGene00031529__Cni-C48B4.11",0,0,0,"conserved","no change",-0.317967160011398,-0.787847495428178,0.526528161996408,10196949,"III","C. nigoni background","No change","Conserved"
"WBGene00304179__Cnig_chr_III.g10792",0,0,0,"conserved","no change",0.331716441409121,-0.867085337861904,1.24722329728926,10200512,"III","C. nigoni background","No change","Conserved"
"WBGene00270523__Cni-C48B4.8",0,0,0,"conserved","no change",0.404899682425157,-0.837238955629728,1.29181626182623,10205872,"III","C. nigoni background","No change","Conserved"
"WBGene00031533__Cni-C48B4.7",0,0,0,"conserved","no change",0.248501462771477,-0.559248526353506,0.859429169897582,10207421,"III","C. nigoni background","No change","Conserved"
"WBGene00087321__Cnig_chr_III.g10798",0,0,0,"conserved","no change",-0.167687435168844,-0.391706776931113,0.272180229664376,10208280,"III","C. nigoni background","No change","Conserved"
"WBGene00031534__Cni-ZK1098.11",0,0,0,"conserved","no change",-0.24376034837123,-0.573068675149187,0.379039970206632,10209975,"III","C. nigoni background","No change","Conserved"
"WBGene00031535__Cni-unc-16",0,1,0,"ambiguous","ambiguous",0.686034627027105,0.489975641088017,0.24994013910671,10210771,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031536__Cni-ZK1098.12",0,0,0,"conserved","no change",-1.0917207459705,-1.35285201851589,0.30686636558427,10218653,"III","C. nigoni background","No change","Conserved"
"WBGene00031537__Cni-ZK1098.9",0,0,0,"conserved","no change",-1.87159716275404,-2.08122204350435,0.27339244794787,10219378,"III","C. nigoni background","No change","Conserved"
"WBGene00031538__Cni-ZK1098.4",0,0,0,"conserved","no change",0.11394271824346,-0.188714296355992,0.355124365056951,10219807,"III","C. nigoni background","No change","Conserved"
"WBGene00031539__Cni-mut-7",-1,0,0,"ambiguous","ambiguous",-1.58377554660412,-0.404684211804339,-1.12105168745106,10221108,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031540__Cni-ckb-4",0,0,0,"conserved","no change",-1.2216856616425,-1.05511119097111,-0.112306142599453,10224514,"III","C. nigoni background","No change","Conserved"
"WBGene00031541__Cni-ZK1098.3",0,0,0,"conserved","no change",0.660716887196712,0.412520464963096,0.296123314763843,10226435,"III","C. nigoni background","No change","Conserved"
"WBGene00031542__Cnig_chr_III.g10807",0,0,0,"conserved","no change",-0.980417196238712,-0.347684846477035,-0.56779685840862,10229501,"III","C. nigoni background","No change","Conserved"
"WBGene00031543__Cni-trpp-3",0,0,0,"conserved","no change",0.0742809631259488,-0.199272589953558,0.32816910224086,10231464,"III","C. nigoni background","No change","Conserved"
"WBGene00031544__Cni-ZK1098.1",-1,-1,0,"no effect","C. nigoni dominant",-1.00620731961275,0.143034639865063,-1.09539184049584,10232320,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031544__Cni-mrps-23",-1,-1,0,"no effect","C. nigoni dominant",-4.3552477041359,-2.07372157255615,-2.21862942775793,10234003,"III","C. nigoni background","Cni dominant","No change"
"WBGene00087322__Cnig_chr_III.g10813",0,0,0,"conserved","no change",0.572417682413225,0.117745507184285,0.503118437135907,10236116,"III","C. nigoni background","No change","Conserved"
"WBGene00087323__Cnig_chr_III.g10814",1,0,0,"ambiguous","ambiguous",0.708520540130312,-0.335613321448964,1.09682956139608,10237830,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031546__Cni-clu-1",0,0,0,"conserved","no change",-0.134849707117039,-0.386060322343011,0.307259398661897,10239660,"III","C. nigoni background","No change","Conserved"
"WBGene00031547__Cni-F55H2.7",0,0,0,"conserved","no change",-0.647271071707254,-0.852497646545642,0.259812938491972,10244456,"III","C. nigoni background","No change","Conserved"
"WBGene00031548__Cni-F55H2.5",0,0,0,"conserved","no change",-0.366938647840446,0.394523543036221,-0.712127630096399,10246819,"III","C. nigoni background","No change","Conserved"
"WBGene00031549__Cni-vha-14",0,0,0,"conserved","no change",0.260161364956993,-0.124253180878614,0.439481121485031,10249961,"III","C. nigoni background","No change","Conserved"
"WBGene00031550__Cni-let-99",0,-1,0,"ambiguous","ambiguous",-1.7915160822449,-0.39269749060532,-1.35128581819156,10251502,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031551__Cni-sod-4",0,0,0,"conserved","no change",0.829818663634013,0.652895668491725,0.231328576235552,10257597,"III","C. nigoni background","No change","Conserved"
"WBGene00031553__Cni-D1069.3",0,0,0,"conserved","no change",-0.234117614444591,-0.364097030408082,0.188837699438173,10261604,"III","C. nigoni background","No change","Conserved"
"WBGene00031554__Cni-ctr-9",0,0,0,"conserved","no change",-0.0837074472646681,-0.0788064100524652,0.0492673219827153,10264157,"III","C. nigoni background","No change","Conserved"
"WBGene00031555__Cni-dars-1",0,0,-1,"ambiguous","ambiguous",-0.280537786931205,-0.621515592365974,0.394524995246762,10268732,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031561__Cni-bre-3",0,-1,-1,"compensatory trans down","underdominant",-1.05960726198943,-0.72058650298768,-0.285763927951506,10291540,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00031562__Cni-tag-342",0,0,0,"conserved","no change",-0.756508142051791,0.216480929458685,-0.930564871964531,10297022,"III","C. nigoni background","No change","Conserved"
"WBGene00031563__Cni-baf-1",0,0,0,"conserved","no change",0.187179856554051,0.0393769044626171,0.202286795313925,10298627,"III","C. nigoni background","No change","Conserved"
"WBGene00031564__Cni-B0464.9",0,0,0,"conserved","no change",-0.332167672122872,-0.443572861913114,0.16629829265082,10299467,"III","C. nigoni background","No change","Conserved"
"WBGene00031565__Cni-B0464.6",-1,-1,0,"no effect","C. nigoni dominant",-1.01331441176354,-0.204834945052364,-0.747382358461016,10301137,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031566__Cni-spk-1",0,0,1,"ambiguous","ambiguous",0.220843459944529,0.531814264036847,-0.25741632906206,10304199,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031567__Cni-rheb-1",0,0,0,"conserved","no change",0.734669663313225,0.496954116728657,0.290084475174349,10309838,"III","C. nigoni background","No change","Conserved"
"WBGene00031568__Cni-F54C8.7",1,0,0,"ambiguous","ambiguous",-0.023256778000601,-0.687943279388564,0.718944918346782,10312645,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031570__Cnig_chr_III.g10837",0,0,0,"conserved","no change",-0.867380881968045,1.43776540087616,-2.24209858794603,10318836,"III","C. nigoni background","No change","Conserved"
"WBGene00270511__Cni-F54C8.4",0,0,0,"conserved","no change",0.164338175737401,-0.0997105736084135,0.313820422500894,10324278,"III","C. nigoni background","No change","Conserved"
"WBGene00031572__Cnig_chr_III.g10840",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.573531433733822,-1.5102629526947,2.13899712738584,10326770,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031572__Cni-emb-30",0,0,0,"conserved","no change",-0.0591943688960176,-0.377138529441874,0.370554716382101,10328007,"III","C. nigoni background","No change","Conserved"
"WBGene00031574__Cni-T26G10.5",0,0,0,"conserved","no change",2.68107219131148,1.18200889035401,1.56099679645996,10354817,"III","C. nigoni background","No change","Conserved"
"WBGene00031575__Cni-T26G10.1",1,0,0,"ambiguous","ambiguous",0.367272608587162,-0.818816041979942,1.24043061081512,10356252,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031576__Cni-C38C10.6",-1,-1,0,"no effect","C. nigoni dominant",-5.12820559018468,2.51333676714122,-7.65800907086318,10360651,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031579__Cni-slc-17.2",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.421869859367688,-1.09513273726847,1.57080819948788,10366670,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031580__Cni-tkr-1",0,0,0,"conserved","no change",0.235563108433893,0.0644676018818187,0.236071303563695,10372134,"III","C. nigoni background","No change","Conserved"
"WBGene00031581__Cni-crn-6",1,0,0,"ambiguous","ambiguous",0.33371906175658,-0.846942117412815,1.22887980043162,10395592,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031582__Cnig_chr_III.g10854",0,0,0,"conserved","no change",1.10964975345639,5.7641978554733,-4.59530436769893,10400044,"III","C. nigoni background","No change","Conserved"
"WBGene00031583__Cni-K04H4.2",1,1,0,"no effect","C. nigoni dominant",4.15277230688282,0.00620550044868449,4.19228636495022,10402723,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031584__Cni-flp-25",0,0,1,"ambiguous","ambiguous",1.25060847977474,2.54253835001868,-1.2415088959703,10419194,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031585__Cnig_chr_III.g10860",0,1,0,"ambiguous","ambiguous",3.86111488909571,1.85881963457976,2.08087401365464,10425440,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031586__Cnig_chr_III.g10861",0,1,0,"ambiguous","ambiguous",5.82229541311521,2.56194590905312,3.36639748180471,10433772,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031587__Cni-emb-9",-1,1,1,"C. briggsae partial trans up","overdominant",1.41828062822405,2.75363415134456,-1.27934011409269,10438694,"III","C. nigoni background","Overdominant","cis-trans"
"WBGene00031590__Cni-ufc-1",0,0,0,"conserved","no change",0.221357715168327,-0.422836701980522,0.700365490537021,10450980,"III","C. nigoni background","No change","Conserved"
"WBGene00031591__Cni-ttr-5",-1,1,1,"C. briggsae partial trans up","overdominant",0.994849967244826,2.27010548509728,-1.22682096683934,10452434,"III","C. nigoni background","Overdominant","cis-trans"
"WBGene00031597__Cni-cpb-1",0,-1,0,"ambiguous","ambiguous",-0.822225730887982,-0.478341980300625,-0.287558753496174,10472252,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031603__Cni-srx-45",0,0,0,"conserved","no change",0.612501171866213,0.659583499547433,0.00195306108366591,10507460,"III","C. nigoni background","No change","Conserved"
"WBGene00031603__Cni-K01B6.3",0,0,0,"conserved","no change",1.63386463239179,1.19494326551685,0.488451385857721,10511138,"III","C. nigoni background","No change","Conserved"
"WBGene00031606__Cni-fozi-1",0,0,0,"conserved","no change",0.236639205095973,-0.145206862278963,0.432645171446297,10520245,"III","C. nigoni background","No change","Conserved"
"WBGene00031608__Cnig_chr_III.g10882",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.000356908361464637,2.04181709366211,-1.97978270969769,10554881,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00031609__Cni-M01A8.1",1,0,0,"ambiguous","ambiguous",0.442914545991932,-1.01997778567873,1.5180711840481,10567216,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031610__Cni-T02C1.2",0,0,0,"conserved","no change",-0.570940519942051,0.049644298325125,-0.564267358959641,10585417,"III","C. nigoni background","No change","Conserved"
"WBGene00031611__Cni-T02C1.1",0,0,0,"conserved","no change",5.75124339005351,0.0391875434363104,5.76237630624399,10591708,"III","C. nigoni background","No change","Conserved"
"WBGene00031612__Cni-T23G5.2",0,0,0,"conserved","no change",0.0348107139059685,0.561850512411777,-0.473384233894119,10596588,"III","C. nigoni background","No change","Conserved"
"WBGene00031616__Cni-T23G5.3",0,0,0,"conserved","no change",-1.35945382671273,1.15828885302954,-2.47096019530169,10616697,"III","C. nigoni background","No change","Conserved"
"WBGene00031616__Cni-rnr-1",1,1,0,"no effect","C. nigoni dominant",3.11690293727619,0.149246129226529,3.02127443228601,10619932,"III","C. nigoni background","Cni dominant","No change"
"WBGene00031616__Cni-rnh-1.0",1,0,0,"ambiguous","ambiguous",0.60112995395829,-1.11404397054896,1.77622386421085,10622809,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00031616__Cni-npr-29",0,0,0,"conserved","no change",0.299417550839735,0.941878129773658,-0.593951943614033,10645909,"III","C. nigoni background","No change","Conserved"
"WBGene00031616__Cnig_chr_III.g10904",1,1,-1,"C. briggsae partial trans down","additive down",3.19911901909445,-1.46279422287983,4.71793826772352,10652546,"III","C. nigoni background","Additive","cis-trans"
"WBGene00031616__Cnig_chr_III.g10906",0,-1,0,"ambiguous","ambiguous",-7.35303301074829,-5.58257769764587,-1.73567567007807,10655075,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00087332__Cnig_chr_III.g10908",0,-1,0,"ambiguous","ambiguous",-2.35987565895029,-1.00153639015662,-1.30848583968828,10658844,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029133__Cni-tax-4",0,0,0,"conserved","no change",0.827320917320254,6.14772081537716,-5.2664228701131,10757256,"III","C. nigoni background","No change","Conserved"
"WBGene00029131__Cni-cls-3",1,0,0,"ambiguous","ambiguous",6.1864113249033,-0.928670616267252,7.16592016558318,10763466,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029126__Cni-ZK512.10",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.13602984668665,-1.97987186531855,0.899343126208602,10792156,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00029125__Cni-sec-16",0,0,0,"conserved","no change",-0.157261170338611,0.0964426196497348,-0.197514591355357,10793076,"III","C. nigoni background","No change","Conserved"
