"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00036340__Cnig_chr_X.g22370",1,1,0,"no effect","C. nigoni dominant",1.05426746731634,0.264084271605925,0.846938645007594,909206,"X","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",0.799566982807939,-0.0580183911057832,0.846938645007594,909206,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036341__Cni-sgk-1",0,1,0,"ambiguous","ambiguous",1.08812212205794,0.461495250231118,0.678533941038365,905792,"X","C. nigoni background","Ambiguous","Ambiguous",0,1,0,"ambiguous","ambiguous",1.19718811931789,0.508142825113858,0.678533941038365,905792,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036342__Cni-R11.3",0,0,0,"conserved","no change",-1.13068479792904,-1.74429558543042,0.660267012093291,881604,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.261618423606158,-0.413922433783994,0.660267012093291,881604,"X","C. nigoni background","No change","Conserved"
"WBGene00036343__Cni-slc-25A21",0,0,0,"conserved","no change",0.210827891377144,-0.206176633047364,0.463716004461142,877843,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.461093531286146,-0.0125045684586901,0.463716004461142,877843,"X","C. nigoni background","No change","Conserved"
"WBGene00036344__Cni-R11.2",0,0,0,"conserved","no change",-0.176717623493913,-0.178315205562639,0.0544287608484923,874846,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.52744692869441,0.465383865446084,0.0544287608484923,874846,"X","C. nigoni background","No change","Conserved"
"WBGene00036345__Cni-F09C8.1",1,1,0,"no effect","C. nigoni dominant",3.55925163604763,-0.466988025657766,4.08117960985609,862324,"X","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",4.42556830627872,0.33415833042111,4.08117960985609,862324,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036346__Cni-F09C8.2",0,0,0,"conserved","no change",0.0944543108494708,0.911225688318143,-0.760756202030161,850516,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.721012222541538,0.0300007851222221,-0.760756202030161,850516,"X","C. nigoni background","No change","Conserved"
"WBGene00036347__Cni-ZK1073.1",1,1,1,"C. briggsae partial trans up","overdominant",1.88971681176918,0.678614952194449,1.26680578125353,840985,"X","C. nigoni background","Overdominant","cis-trans",1,1,0,"no effect","C. nigoni dominant",1.54072516119939,0.263732282250361,1.26680578125353,840985,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036348__Cni-ZK1073.2",0,0,0,"conserved","no change",-0.195485736104033,0.117379226853129,-0.2543871196282,838021,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.256263066223281,0.506574454694939,-0.2543871196282,838021,"X","C. nigoni background","No change","Conserved"
"WBGene00036349__Cni-C30F2.5",0,0,0,"conserved","no change",0.593332337258143,0.291377871207249,0.344700324727538,827799,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.729958832347541,0.368602087920195,0.344700324727538,827799,"X","C. nigoni background","No change","Conserved"
"WBGene00036350__Cni-C30F2.3",0,0,0,"conserved","no change",-0.287268951417388,0.755988595521682,-0.984702546824917,820756,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.138934671878222,0.83003884881165,-0.984702546824917,820756,"X","C. nigoni background","No change","Conserved"
"WBGene00036352__Cni-C30F2.4",0,0,0,"conserved","no change",-0.709054087946364,-2.40425505241663,1.72816245242081,816949,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",2.0314806268758,0.281167746798296,1.72816245242081,816949,"X","C. nigoni background","No change","Conserved"
"WBGene00036354__Cni-cpd-2",0,1,0,"ambiguous","ambiguous",3.43223275098841,1.32542432774853,2.1691519779721,812652,"X","C. nigoni background","Ambiguous","Ambiguous",0,1,1,"compensatory trans up","overdominant",3.74143697454625,1.57292306677682,2.1691519779721,812652,"X","C. nigoni background","Overdominant","Compensatory"
"WBGene00036355__Cni-B0395.3",0,1,0,"ambiguous","ambiguous",0.94195672847602,0.798234496203274,0.192667388463487,804631,"X","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",0.335831977276052,0.132106174065259,0.192667388463487,804631,"X","C. nigoni background","No change","Conserved"
"WBGene00036357__Cni-nhx-1",0,0,0,"conserved","no change",-0.851328818610926,-0.565263933123034,-0.242400026334432,793113,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.32824793371016,-1.0818957854421,-0.242400026334432,793113,"X","C. nigoni background","No change","Conserved"
"WBGene00036358__Cni-C09G1.4",0,0,0,"conserved","no change",-0.324050699780188,0.404359544063598,-0.677323025963046,776625,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-2.03004293318432,-1.36695274548517,-0.677323025963046,776625,"X","C. nigoni background","No change","Conserved"
"WBGene00036361__Cni-cTel55X.1",1,1,0,"no effect","C. nigoni dominant",1.81490954643352,-0.0123868872940862,1.88450006435284,765098,"X","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",1.74883373581225,-0.145085720257028,1.88450006435284,765098,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036362__Cni-H11E01.3",0,1,1,"compensatory trans up","overdominant",1.59684318876119,1.76893031555281,-0.118538753490925,756139,"X","C. nigoni background","Overdominant","Compensatory",0,0,0,"conserved","no change",0.777954482393444,0.886589733519859,-0.118538753490925,756139,"X","C. nigoni background","No change","Conserved"
"WBGene00036363__Cni-wrt-9",0,1,0,"ambiguous","ambiguous",8.11752622391307,2.22624971508555,5.92975290255334,747441,"X","C. nigoni background","Ambiguous","Ambiguous",0,1,0,"ambiguous","ambiguous",6.03577164656668,0.0963635821112835,5.92975290255334,747441,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036364__Cnig_chr_X.g22336",0,0,0,"conserved","no change",-0.918553821893513,0.140612975981314,-1.00975106894713,737261,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.693528820021564,1.69130527996358,-1.00975106894713,737261,"X","C. nigoni background","No change","Conserved"
"WBGene00036367__Cni-toca-1",0,1,1,"compensatory trans up","overdominant",2.29293745353837,1.33423562078958,1.0159049484707,723168,"X","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",1.87677946308567,0.851974919709375,1.0159049484707,723168,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036367__Cnig_chr_X.g22332",0,-1,0,"ambiguous","ambiguous",-2.7695006752998,-0.617591069487378,-2.10481587776973,720127,"X","C. nigoni background","Ambiguous","Ambiguous",0,-1,0,"ambiguous","ambiguous",-4.4816324899714,-2.35150092271288,-2.10481587776973,720127,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036367__Cnig_chr_X.g22333",0,0,0,"conserved","no change",0.0420006555236325,0.508413277701791,-0.401227430696465,720665,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.00164591697909,-0.610955164253503,-0.401227430696465,720665,"X","C. nigoni background","No change","Conserved"
"WBGene00036372__Cni-F21D5.5",-1,-1,0,"no effect","C. nigoni dominant",-1.14431745874546,0.820548210816849,-1.90390020182032,16351085,"IV","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-1.65202980777227,0.240889586565998,-1.90390020182032,16351085,"IV","C. nigoni background","Cni dominant","No change"
"WBGene00036372__Cnig_chr_IV.g15487",-1,-1,0,"no effect","C. nigoni dominant",-1.82093785713977,1.20399584216625,-2.97400721062502,16347284,"IV","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-2.17783515203328,0.781835938512431,-2.97400721062502,16347284,"IV","C. nigoni background","Cni dominant","No change"
"WBGene00036375__Cnig_chr_IV.g15510",-1,-1,0,"no effect","C. nigoni dominant",-6.90745864592291,-1.75047776402177,-5.103821847702,16488480,"IV","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-4.23444162300141,0.849172309642788,-5.103821847702,16488480,"IV","C. nigoni background","Cni dominant","No change"
"WBGene00036382__Cni-F21D5.3",0,0,0,"conserved","no change",0.406966172653924,0.331761583055608,0.129651074493549,16376479,"IV","C. nigoni background","No change","Conserved",0,-1,-1,"compensatory trans down","underdominant",-0.788285974196358,-0.927930414625686,0.129651074493549,16376479,"IV","C. nigoni background","Underdominant","Compensatory"
"WBGene00036416__Cni-col-8",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0423646369091235,-0.875476122434372,0.892369846979876,8064289,"III","C. nigoni background","Cbr dominant","trans-only",1,0,0,"ambiguous","ambiguous",0.693121088411475,-0.208096350418919,0.892369846979876,8064289,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036418__Cni-lgc-38",-1,0,0,"ambiguous","ambiguous",-1.74608207345518,-0.0965413077794916,-1.59403278395955,8065406,"III","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-1.84801872789522,-0.270410408036243,-1.59403278395955,8065406,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036419__Cnig_chr_III.g10202",0,-1,0,"ambiguous","ambiguous",-1.94392767616748,1.58949288295717,-3.50665612667485,8075798,"III","C. nigoni background","Ambiguous","Ambiguous",0,-1,0,"ambiguous","ambiguous",-1.31355407477762,2.17755212733799,-3.50665612667485,8075798,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036421__Cni-rfl-1",1,0,0,"ambiguous","ambiguous",0.181956056647136,-0.499321640304895,0.734167062779579,8085593,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",0.195080256936102,-0.550443172199936,0.734167062779579,8085593,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036422__Cni-cyk-1",0,0,1,"ambiguous","ambiguous",0.539776779026206,1.32990850099709,-0.743898481384098,8087624,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,1,"ambiguous","ambiguous",0.3036166971823,1.03310576680525,-0.743898481384098,8087624,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036425__Cni-ger-1",1,0,0,"ambiguous","ambiguous",0.495629745700896,-0.502775450446594,1.05110315971706,8122899,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.0700339756028376,-0.990875995823521,1.05110315971706,8122899,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036426__Cni-ubc-18",0,0,-1,"ambiguous","ambiguous",-0.559051987052212,-0.881143079125736,0.380789090457573,8124789,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,-1,"ambiguous","ambiguous",-0.272718282080812,-0.663661869762388,0.380789090457573,8124789,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036428__Cni-lin-37",0,0,0,"conserved","no change",-1.10358685265246,-0.221984166676129,-0.82249847039238,8127825,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.250419324621537,1.06021606314002,-0.82249847039238,8127825,"III","C. nigoni background","No change","Conserved"
"WBGene00036429__Cni-ZK418.5",0,0,0,"conserved","no change",-0.0942114558194695,-0.607572474856625,0.569755444051973,8129049,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.112260601815581,-0.466589339723083,0.569755444051973,8129049,"III","C. nigoni background","No change","Conserved"
"WBGene00036430__Cnig_chr_III.g10215",0,0,0,"conserved","no change",0.254016140597839,0.102387367160718,0.185697854400568,8130570,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.295492010704108,0.0882941327857524,0.185697854400568,8130570,"III","C. nigoni background","No change","Conserved"
"WBGene00036431__Cnig_chr_III.g10216",0,0,0,"conserved","no change",0.928741001911305,0.236173118077167,0.731827233270549,8132245,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.2164721576487,0.465852515143034,0.731827233270549,8132245,"III","C. nigoni background","No change","Conserved"
"WBGene00036432__Cni-tofu-7",0,0,0,"conserved","no change",-0.881370539136,-0.775285506027033,-0.0564926151062389,8137390,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.156922372022666,-0.111080824301726,-0.0564926151062389,8137390,"III","C. nigoni background","No change","Conserved"
"WBGene00036433__Cni-ZK418.9",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.251549640058351,-0.79818295043668,0.601796592767884,8138863,"III","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.0280593690745384,-0.585476609270057,0.601796592767884,8138863,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036434__Cni-pcf-11",0,0,0,"conserved","no change",0.657707841512984,1.19412805066579,-0.478219678471647,8142106,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.359710047426273,0.82611424949445,-0.478219678471647,8142106,"III","C. nigoni background","No change","Conserved"
"WBGene00036435__Cni-R144.13",1,0,0,"ambiguous","ambiguous",1.28736886671068,-0.387232228774685,1.72735004159371,8147346,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",0.95547909487737,-0.782197431900821,1.72735004159371,8147346,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036440__Cni-R144.11",0,0,0,"conserved","no change",-0.101839373933162,-0.709568738240995,0.666617569360054,8177281,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.123562414996541,-0.797762467352978,0.666617569360054,8177281,"III","C. nigoni background","No change","Conserved"
"WBGene00036441__Cnig_chr_III.g10233",0,0,0,"conserved","no change",-0.616358293248135,0.202180094119321,-0.767346707282265,8181246,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.841180701068201,-0.0890620975862346,-0.767346707282265,8181246,"III","C. nigoni background","No change","Conserved"
"WBGene00036442__Cni-R144.5",0,0,0,"conserved","no change",-0.998197407972721,0.101082073885888,-1.04074241880427,8183087,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.269232078397887,0.761520528995775,-1.04074241880427,8183087,"III","C. nigoni background","No change","Conserved"
"WBGene00036443__Cni-C27F2.8",0,1,1,"compensatory trans up","overdominant",0.769180783445203,0.946398618341387,-0.127001632032269,8187550,"III","C. nigoni background","Overdominant","Compensatory",0,0,0,"conserved","no change",0.257368934577296,0.371578583491228,-0.127001632032269,8187550,"III","C. nigoni background","No change","Conserved"
"WBGene00036444__Cni-C27F2.1",1,0,0,"ambiguous","ambiguous",0.55498970495587,-0.932178656540166,1.5351880968825,8193872,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",0.481439646346603,-1.06656535281137,1.5351880968825,8193872,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036448__Cni-K04C2.3",0,0,0,"conserved","no change",0.961638952833543,0.671585506966369,0.346793701984,8226645,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.856533131219698,0.500799547955283,0.346793701984,8226645,"III","C. nigoni background","No change","Conserved"
"WBGene00036449__Cni-K04C2.8",0,0,0,"conserved","no change",-0.565007947062599,-0.903139385552856,0.390699959171846,8229858,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.617815347226876,-1.01851863565115,0.390699959171846,8229858,"III","C. nigoni background","No change","Conserved"
"WBGene00036451__Cni-cra-1",0,0,-1,"ambiguous","ambiguous",-0.734350281208667,-1.08579745476976,0.405865677454522,8231659,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,-1,"ambiguous","ambiguous",-0.443391523869838,-0.859594924775472,0.405865677454522,8231659,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036452__Cni-sma-3",0,0,0,"conserved","no change",0.366734387219819,0.66105998879011,-0.246933646005811,8236636,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.857416485790684,1.09204916441689,-0.246933646005811,8236636,"III","C. nigoni background","No change","Conserved"
"WBGene00036453__Cni-clec-158",1,-1,-1,"C. briggsae partial trans down","underdominant",-4.223061195307,-5.80857351809925,1.67312602251018,8240150,"III","C. nigoni background","Underdominant","cis-trans",1,-1,-1,"C. briggsae partial trans down","underdominant",-3.33061448225973,-5.00632826049406,1.67312602251018,8240150,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00036454__Cni-zak-1",0,0,0,"conserved","no change",-1.53148187569036,-0.534192809724774,-0.94935543079803,8243076,"III","C. nigoni background","No change","Conserved",0,-1,0,"ambiguous","ambiguous",-1.71515677394527,-0.775567902487391,-0.94935543079803,8243076,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036459__Cni-F28F5.6",0,0,0,"conserved","no change",-0.352347625125061,-0.671629845923862,0.375184201038043,8298501,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.337507913019519,-0.720535796268753,0.375184201038043,8298501,"III","C. nigoni background","No change","Conserved"
"WBGene00036460__Cni-lim-8",1,1,0,"no effect","C. nigoni dominant",1.86318343542249,0.479029581677836,1.44034312371251,8303015,"III","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",1.80302482023244,0.351693970902909,1.44034312371251,8303015,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036462__Cni-R05H11.1",0,0,0,"conserved","no change",0.0312647548419594,1.173024597568,-1.08596557853911,8321241,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.13092851989534,0.941419814514709,-1.08596557853911,8321241,"III","C. nigoni background","No change","Conserved"
"WBGene00036463__Cni-dig-1",-1,1,1,"C. briggsae partial trans up","overdominant",1.15649547661348,3.41556916151563,-2.19813296022541,8333821,"III","C. nigoni background","Overdominant","cis-trans",-1,0,0,"ambiguous","ambiguous",-0.268449300048943,1.92047161790468,-2.19813296022541,8333821,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036465__Cni-odr-4",0,0,0,"conserved","no change",0.128619221664879,-0.0980241086674637,0.281271634255546,8398894,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.394142519825188,0.102823338899307,0.281271634255546,8398894,"III","C. nigoni background","No change","Conserved"
"WBGene00036466__Cni-Y102E9.2",1,0,0,"ambiguous","ambiguous",0.738947074394818,-0.255691040121051,1.04628343392742,8404504,"III","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",1.91733923347999,0.85987540367514,1.04628343392742,8404504,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036466__Cni-Y102E9.5",-1,0,0,"ambiguous","ambiguous",-0.630080014707694,2.32635717561879,-2.91666484292649,8403018,"III","C. nigoni background","Ambiguous","Ambiguous",-1,0,0,"ambiguous","ambiguous",-1.2100658174496,1.68950247756772,-2.91666484292649,8403018,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036468__Cni-F37A4.1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.658536737098315,-1.2640913281795,0.660028613157267,8406441,"III","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.407726154760604,-1.07760938620445,0.660028613157267,8406441,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036469__Cni-F37A4.2",0,0,0,"conserved","no change",-0.295367198766883,-1.20069156541806,0.968673663700852,8408416,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.658150697186862,-0.320746064894055,0.968673663700852,8408416,"III","C. nigoni background","No change","Conserved"
"WBGene00036470__Cni-bath-41",0,-1,-1,"compensatory trans down","underdominant",-1.27425818929422,-1.88932615011585,0.668967849369944,8409763,"III","C. nigoni background","Underdominant","Compensatory",0,0,-1,"ambiguous","ambiguous",-0.171687800308483,-0.850356049382474,0.668967849369944,8409763,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036472__Cnig_chr_III.g10276",0,-1,-1,"compensatory trans down","underdominant",-2.07162180899499,-1.86284124486208,-0.155237201266408,8418814,"III","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-2.11565497572907,-1.97204387904214,-0.155237201266408,8418814,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00036474__Cni-F10E9.11",0,0,0,"conserved","no change",-0.469168672218346,-0.561736981690731,0.144694111615601,8425279,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.142499807270366,-0.0114857797553336,0.144694111615601,8425279,"III","C. nigoni background","No change","Conserved"
"WBGene00036475__Cni-F37A4.6",-1,-1,0,"no effect","C. nigoni dominant",-4.91908169580003,0.572217403757121,-5.47510727132826,8428725,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-5.86665530103597,-0.435871148892217,-5.47510727132826,8428725,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036475__Cni-isw-1",-1,-1,0,"no effect","C. nigoni dominant",-1.12905097183761,-0.215245961082973,-0.855206122065028,8426061,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-0.785909775056386,0.0587588239039385,-0.855206122065028,8426061,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036475__Cnig_chr_III.g10281",-1,-1,0,"no effect","C. nigoni dominant",-2.71798357286064,-0.288838633224648,-2.37355852512239,8430411,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-2.1275134741775,0.23589156243311,-2.37355852512239,8430411,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036477__Cni-rbf-1",-1,0,0,"ambiguous","ambiguous",0.0451951902289205,1.05227535051886,-0.954328777144105,8432152,"III","C. nigoni background","Ambiguous","Ambiguous",-1,0,0,"ambiguous","ambiguous",0.0975685316483654,1.04172040051761,-0.954328777144105,8432152,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036479__Cnig_chr_III.g10277",1,1,-1,"C. briggsae partial trans down","additive down",11.7693031907134,-1.40136224999534,13.2248816383966,8423819,"III","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",12.0149303120686,-1.22142738097328,13.2248816383966,8423819,"III","C. nigoni background","Additive","cis-trans"
"WBGene00036480__Cni-pdfr-1",0,0,0,"conserved","no change",0.547269223081175,0.563943288198675,0.041783361967448,8499940,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.509767499138093,0.456900643177588,0.041783361967448,8499940,"III","C. nigoni background","No change","Conserved"
"WBGene00036484__Cni-odd-1",0,0,0,"conserved","no change",-1.82522915517405,-0.705565505553536,-1.07169802557247,8528953,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.73251091295392,-0.658896969728404,-1.07169802557247,8528953,"III","C. nigoni background","No change","Conserved"
"WBGene00036485__Cnig_chr_III.g10292",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.3243753566492,-1.22494795986117,-2.05350764969871,8530487,"III","C. nigoni background","Underdominant","cis-trans",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.15472420186138,-1.11553384011181,-2.05350764969871,8530487,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00036486__Cni-B0280.7",0,-1,0,"ambiguous","ambiguous",-6.5098830023728,-6.16067687438819,-0.300464019386936,8534554,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-1.10900372911834,-0.824254398840007,-0.300464019386936,8534554,"III","C. nigoni background","No change","Conserved"
"WBGene00036487__Cni-nhr-10",0,0,0,"conserved","no change",0.68974347016003,0.357679350461913,0.38589670685057,8536875,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.826253689863032,0.430923396526,0.38589670685057,8536875,"III","C. nigoni background","No change","Conserved"
"WBGene00036489__Cni-rpia-1",1,0,0,"ambiguous","ambiguous",0.296616122109334,-0.880566512521347,1.23259145915036,8546829,"III","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",0.8038749935104,-0.439761894454685,1.23259145915036,8546829,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036490__Cnig_chr_III.g10297",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.589941949029918,-1.45001508881395,0.91668332104187,8548275,"III","C. nigoni background","Underdominant","cis-trans",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.68800638511717,-2.61508488480127,0.91668332104187,8548275,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00036491__Cnig_chr_III.g10298",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.447075584902656,-1.270462747075,0.879320965568985,8548878,"III","C. nigoni background","Cbr dominant","trans-only",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.921096714539989,-1.81028049643699,0.879320965568985,8548878,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00036492__Cnig_chr_III.g10303",0,0,0,"conserved","no change",0.243291749448207,0.0570558013422855,0.236404569106452,8562950,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0957507053928707,-0.346843681187919,0.236404569106452,8562950,"III","C. nigoni background","No change","Conserved"
"WBGene00036494__Cni-B0280.17",1,1,-1,"C. briggsae partial trans down","additive down",2.72262421700167,-0.978532472156264,3.75566631409392,8595786,"III","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",2.21669176675127,-1.54891978488027,3.75566631409392,8595786,"III","C. nigoni background","Additive","cis-trans"
"WBGene00036494__Cni-ggtb-1",0,1,0,"ambiguous","ambiguous",1.12329629908881,0.789559792089488,0.384739425771965,8594539,"III","C. nigoni background","Ambiguous","Ambiguous",0,1,0,"ambiguous","ambiguous",0.990512212253272,0.593608455856102,0.384739425771965,8594539,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036497__Cni-ogt-1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.140397253474413,1.10454807760517,-0.910521674845679,8604376,"III","C. nigoni background","Cbr dominant","trans-only",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.276295106881825,1.17732446000844,-0.910521674845679,8604376,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036498__Cni-nuo-4",0,-1,-1,"compensatory trans down","underdominant",-0.576060978212719,-0.806056259950139,0.284797051970199,8611245,"III","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-0.350879401367595,-0.646387115694845,0.284797051970199,8611245,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00036499__Cni-rnp-7",0,0,0,"conserved","no change",0.163628907504762,0.0294012049724367,0.192681543417505,8613279,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.335463051827393,0.134045205904882,0.192681543417505,8613279,"III","C. nigoni background","No change","Conserved"
"WBGene00036500__Cni-K04G7.11",0,0,0,"conserved","no change",-0.482130168667206,-0.0889646922833072,-0.338996753496169,8616843,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.067448593199635,0.259966378008034,-0.338996753496169,8616843,"III","C. nigoni background","No change","Conserved"
"WBGene00036501__Cni-K04G7.1",0,0,0,"conserved","no change",0.662997547377716,0.278638617047704,0.432562554292994,8618469,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.343726666444799,-0.0992036990605976,0.432562554292994,8618469,"III","C. nigoni background","No change","Conserved"
